x,y,layer
-121.14166666666667,34.9,570
-121.125,34.9,569
-121.10833333333333,34.9,565
-121.09166666666667,34.9,554
-121.075,34.9,537
-121.05833333333334,34.9,410
-121.04166666666667,34.9,384
-121.025,34.9,456
-121.00833333333334,34.9,448
-120.99166666666666,34.9,428
-120.975,34.9,395
-120.95833333333333,34.9,358
-120.94166666666666,34.9,323
-120.925,34.9,288
-120.90833333333333,34.9,262
-120.89166666666667,34.9,233
-120.875,34.9,215
-120.85833333333333,34.9,193
-120.84166666666667,34.9,171
-120.825,34.9,152
-120.80833333333334,34.9,129
-120.79166666666667,34.9,115
-120.775,34.9,101
-120.75833333333334,34.9,89
-120.74166666666666,34.9,71
-120.725,34.9,54
-120.70833333333333,34.9,44
-120.69166666666666,34.9,32
-120.675,34.9,25
-120.65833333333333,34.9,10
-120.64166666666667,34.9,2
-121.49166666666666,34.88333333333333,735
-121.475,34.88333333333333,631
-121.45833333333333,34.88333333333333,549
-121.44166666666666,34.88333333333333,512
-121.425,34.88333333333333,480
-121.40833333333333,34.88333333333333,467
-121.39166666666667,34.88333333333333,449
-121.375,34.88333333333333,435
-121.35833333333333,34.88333333333333,433
-121.34166666666667,34.88333333333333,448
-121.325,34.88333333333333,445
-121.30833333333334,34.88333333333333,447
-121.29166666666667,34.88333333333333,455
-121.275,34.88333333333333,461
-121.25833333333334,34.88333333333333,479
-121.24166666666666,34.88333333333333,560
-121.225,34.88333333333333,563
-121.20833333333333,34.88333333333333,563
-121.19166666666666,34.88333333333333,565
-121.175,34.88333333333333,566
-121.15833333333333,34.88333333333333,568
-121.14166666666667,34.88333333333333,568
-121.125,34.88333333333333,567
-121.10833333333333,34.88333333333333,562
-121.09166666666667,34.88333333333333,549
-121.075,34.88333333333333,530
-121.05833333333334,34.88333333333333,504
-121.04166666666667,34.88333333333333,375
-121.025,34.88333333333333,375
-121.00833333333334,34.88333333333333,449
-120.99166666666666,34.88333333333333,429
-120.975,34.88333333333333,382
-120.95833333333333,34.88333333333333,349
-120.94166666666666,34.88333333333333,319
-120.925,34.88333333333333,284
-120.90833333333333,34.88333333333333,261
-120.89166666666667,34.88333333333333,232
-120.875,34.88333333333333,215
-120.85833333333333,34.88333333333333,194
-120.84166666666667,34.88333333333333,172
-120.825,34.88333333333333,152
-120.80833333333334,34.88333333333333,125
-120.79166666666667,34.88333333333333,111
-120.775,34.88333333333333,101
-120.75833333333334,34.88333333333333,88
-120.74166666666666,34.88333333333333,75
-120.725,34.88333333333333,57
-120.70833333333333,34.88333333333333,42
-120.69166666666666,34.88333333333333,31
-120.675,34.88333333333333,26
-120.65833333333333,34.88333333333333,24
-120.64166666666667,34.88333333333333,18
-121.49166666666666,34.86666666666667,785
-121.475,34.86666666666667,689
-121.45833333333333,34.86666666666667,631
-121.44166666666666,34.86666666666667,577
-121.425,34.86666666666667,513
-121.40833333333333,34.86666666666667,470
-121.39166666666667,34.86666666666667,446
-121.375,34.86666666666667,436
-121.35833333333333,34.86666666666667,449
-121.34166666666667,34.86666666666667,468
-121.325,34.86666666666667,443
-121.30833333333334,34.86666666666667,444
-121.29166666666667,34.86666666666667,443
-121.275,34.86666666666667,437
-121.25833333333334,34.86666666666667,450
-121.24166666666666,34.86666666666667,527
-121.225,34.86666666666667,559
-121.20833333333333,34.86666666666667,558
-121.19166666666666,34.86666666666667,561
-121.175,34.86666666666667,563
-121.15833333333333,34.86666666666667,565
-121.14166666666667,34.86666666666667,566
-121.125,34.86666666666667,565
-121.10833333333333,34.86666666666667,559
-121.09166666666667,34.86666666666667,546
-121.075,34.86666666666667,522
-121.05833333333334,34.86666666666667,499
-121.04166666666667,34.86666666666667,476
-121.025,34.86666666666667,391
-121.00833333333334,34.86666666666667,431
-120.99166666666666,34.86666666666667,414
-120.975,34.86666666666667,371
-120.95833333333333,34.86666666666667,345
-120.94166666666666,34.86666666666667,316
-120.925,34.86666666666667,283
-120.90833333333333,34.86666666666667,256
-120.89166666666667,34.86666666666667,231
-120.875,34.86666666666667,215
-120.85833333333333,34.86666666666667,195
-120.84166666666667,34.86666666666667,172
-120.825,34.86666666666667,153
-120.80833333333334,34.86666666666667,126
-120.79166666666667,34.86666666666667,112
-120.775,34.86666666666667,101
-120.75833333333334,34.86666666666667,88
-120.74166666666666,34.86666666666667,76
-120.725,34.86666666666667,62
-120.70833333333333,34.86666666666667,42
-120.69166666666666,34.86666666666667,31
-120.675,34.86666666666667,27
-120.65833333333333,34.86666666666667,26
-120.64166666666667,34.86666666666667,24
-120.625,34.86666666666667,18
-120.60833333333333,34.86666666666667,-0
-121.49166666666666,34.85,841
-121.475,34.85,732
-121.45833333333333,34.85,623
-121.44166666666666,34.85,602
-121.425,34.85,559
-121.40833333333333,34.85,495
-121.39166666666667,34.85,459
-121.375,34.85,446
-121.35833333333333,34.85,491
-121.34166666666667,34.85,486
-121.325,34.85,454
-121.30833333333334,34.85,450
-121.29166666666667,34.85,445
-121.275,34.85,436
-121.25833333333334,34.85,430
-121.24166666666666,34.85,486
-121.225,34.85,554
-121.20833333333333,34.85,555
-121.19166666666666,34.85,558
-121.175,34.85,561
-121.15833333333333,34.85,562
-121.14166666666667,34.85,564
-121.125,34.85,563
-121.10833333333333,34.85,556
-121.09166666666667,34.85,539
-121.075,34.85,517
-121.05833333333334,34.85,492
-121.04166666666667,34.85,467
-121.025,34.85,447
-121.00833333333334,34.85,423
-120.99166666666666,34.85,394
-120.975,34.85,366
-120.95833333333333,34.85,344
-120.94166666666666,34.85,315
-120.925,34.85,285
-120.90833333333333,34.85,255
-120.89166666666667,34.85,232
-120.875,34.85,216
-120.85833333333333,34.85,191
-120.84166666666667,34.85,173
-120.825,34.85,152
-120.80833333333334,34.85,128
-120.79166666666667,34.85,112
-120.775,34.85,99
-120.75833333333334,34.85,90
-120.74166666666666,34.85,77
-120.725,34.85,66
-120.70833333333333,34.85,47
-120.69166666666666,34.85,34
-120.675,34.85,29
-120.65833333333333,34.85,27
-120.64166666666667,34.85,25
-120.625,34.85,22
-120.60833333333333,34.85,6
-121.49166666666666,34.83333333333333,911
-121.475,34.83333333333333,842
-121.45833333333333,34.83333333333333,666
-121.44166666666666,34.83333333333333,598
-121.425,34.83333333333333,565
-121.40833333333333,34.83333333333333,534
-121.39166666666667,34.83333333333333,476
-121.375,34.83333333333333,479
-121.35833333333333,34.83333333333333,510
-121.34166666666667,34.83333333333333,502
-121.325,34.83333333333333,481
-121.30833333333334,34.83333333333333,460
-121.29166666666667,34.83333333333333,452
-121.275,34.83333333333333,441
-121.25833333333334,34.83333333333333,408
-121.24166666666666,34.83333333333333,431
-121.225,34.83333333333333,544
-121.20833333333333,34.83333333333333,550
-121.19166666666666,34.83333333333333,554
-121.175,34.83333333333333,557
-121.15833333333333,34.83333333333333,560
-121.14166666666667,34.83333333333333,563
-121.125,34.83333333333333,563
-121.10833333333333,34.83333333333333,556
-121.09166666666667,34.83333333333333,534
-121.075,34.83333333333333,511
-121.05833333333334,34.83333333333333,486
-121.04166666666667,34.83333333333333,462
-121.025,34.83333333333333,440
-121.00833333333334,34.83333333333333,416
-120.99166666666666,34.83333333333333,391
-120.975,34.83333333333333,366
-120.95833333333333,34.83333333333333,347
-120.94166666666666,34.83333333333333,315
-120.925,34.83333333333333,282
-120.90833333333333,34.83333333333333,259
-120.89166666666667,34.83333333333333,232
-120.875,34.83333333333333,217
-120.85833333333333,34.83333333333333,196
-120.84166666666667,34.83333333333333,175
-120.825,34.83333333333333,150
-120.80833333333334,34.83333333333333,127
-120.79166666666667,34.83333333333333,113
-120.775,34.83333333333333,99
-120.75833333333334,34.83333333333333,91
-120.74166666666666,34.83333333333333,77
-120.725,34.83333333333333,68
-120.70833333333333,34.83333333333333,54
-120.69166666666666,34.83333333333333,39
-120.675,34.83333333333333,31
-120.65833333333333,34.83333333333333,29
-120.64166666666667,34.83333333333333,27
-120.625,34.83333333333333,24
-120.60833333333333,34.83333333333333,5
-121.49166666666666,34.81666666666666,912
-121.475,34.81666666666666,894
-121.45833333333333,34.81666666666666,815
-121.44166666666666,34.81666666666666,735
-121.425,34.81666666666666,592
-121.40833333333333,34.81666666666666,560
-121.39166666666667,34.81666666666666,535
-121.375,34.81666666666666,480
-121.35833333333333,34.81666666666666,478
-121.34166666666667,34.81666666666666,489
-121.325,34.81666666666666,509
-121.30833333333334,34.81666666666666,473
-121.29166666666667,34.81666666666666,466
-121.275,34.81666666666666,451
-121.25833333333334,34.81666666666666,449
-121.24166666666666,34.81666666666666,467
-121.225,34.81666666666666,488
-121.20833333333333,34.81666666666666,543
-121.19166666666666,34.81666666666666,548
-121.175,34.81666666666666,551
-121.15833333333333,34.81666666666666,559
-121.14166666666667,34.81666666666666,562
-121.125,34.81666666666666,562
-121.10833333333333,34.81666666666666,553
-121.09166666666667,34.81666666666666,531
-121.075,34.81666666666666,510
-121.05833333333334,34.81666666666666,486
-121.04166666666667,34.81666666666666,462
-121.025,34.81666666666666,440
-121.00833333333334,34.81666666666666,415
-120.99166666666666,34.81666666666666,394
-120.975,34.81666666666666,371
-120.95833333333333,34.81666666666666,349
-120.94166666666666,34.81666666666666,317
-120.925,34.81666666666666,283
-120.90833333333333,34.81666666666666,260
-120.89166666666667,34.81666666666666,233
-120.875,34.81666666666666,218
-120.85833333333333,34.81666666666666,197
-120.84166666666667,34.81666666666666,170
-120.825,34.81666666666666,145
-120.80833333333334,34.81666666666666,125
-120.79166666666667,34.81666666666666,111
-120.775,34.81666666666666,99
-120.75833333333334,34.81666666666666,91
-120.74166666666666,34.81666666666666,80
-120.725,34.81666666666666,70
-120.70833333333333,34.81666666666666,58
-120.69166666666666,34.81666666666666,43
-120.675,34.81666666666666,34
-120.65833333333333,34.81666666666666,32
-120.64166666666667,34.81666666666666,29
-120.625,34.81666666666666,25
-120.60833333333333,34.81666666666666,1
-121.49166666666666,34.8,814
-121.475,34.8,813
-121.45833333333333,34.8,779
-121.44166666666666,34.8,656
-121.425,34.8,614
-121.40833333333333,34.8,566
-121.39166666666667,34.8,538
-121.375,34.8,506
-121.35833333333333,34.8,496
-121.34166666666667,34.8,504
-121.325,34.8,515
-121.30833333333334,34.8,517
-121.29166666666667,34.8,473
-121.275,34.8,450
-121.25833333333334,34.8,450
-121.24166666666666,34.8,454
-121.225,34.8,444
-121.20833333333333,34.8,450
-121.19166666666666,34.8,548
-121.175,34.8,548
-121.15833333333333,34.8,553
-121.14166666666667,34.8,561
-121.125,34.8,561
-121.10833333333333,34.8,555
-121.09166666666667,34.8,534
-121.075,34.8,512
-121.05833333333334,34.8,487
-121.04166666666667,34.8,468
-121.025,34.8,447
-121.00833333333334,34.8,423
-120.99166666666666,34.8,401
-120.975,34.8,378
-120.95833333333333,34.8,352
-120.94166666666666,34.8,319
-120.925,34.8,285
-120.90833333333333,34.8,261
-120.89166666666667,34.8,234
-120.875,34.8,214
-120.85833333333333,34.8,196
-120.84166666666667,34.8,145
-120.825,34.8,129
-120.80833333333334,34.8,119
-120.79166666666667,34.8,111
-120.775,34.8,100
-120.75833333333334,34.8,92
-120.74166666666666,34.8,80
-120.725,34.8,72
-120.70833333333333,34.8,61
-120.69166666666666,34.8,47
-120.675,34.8,37
-120.65833333333333,34.8,34
-120.64166666666667,34.8,29
-120.625,34.8,21
-121.49166666666666,34.78333333333333,711
-121.475,34.78333333333333,743
-121.45833333333333,34.78333333333333,735
-121.44166666666666,34.78333333333333,606
-121.425,34.78333333333333,581
-121.40833333333333,34.78333333333333,555
-121.39166666666667,34.78333333333333,520
-121.375,34.78333333333333,506
-121.35833333333333,34.78333333333333,489
-121.34166666666667,34.78333333333333,491
-121.325,34.78333333333333,490
-121.30833333333334,34.78333333333333,526
-121.29166666666667,34.78333333333333,502
-121.275,34.78333333333333,461
-121.25833333333334,34.78333333333333,454
-121.24166666666666,34.78333333333333,451
-121.225,34.78333333333333,449
-121.20833333333333,34.78333333333333,443
-121.19166666666666,34.78333333333333,550
-121.175,34.78333333333333,548
-121.15833333333333,34.78333333333333,548
-121.14166666666667,34.78333333333333,562
-121.125,34.78333333333333,561
-121.10833333333333,34.78333333333333,555
-121.09166666666667,34.78333333333333,534
-121.075,34.78333333333333,514
-121.05833333333334,34.78333333333333,495
-121.04166666666667,34.78333333333333,476
-121.025,34.78333333333333,456
-121.00833333333334,34.78333333333333,434
-120.99166666666666,34.78333333333333,409
-120.975,34.78333333333333,383
-120.95833333333333,34.78333333333333,357
-120.94166666666666,34.78333333333333,321
-120.925,34.78333333333333,286
-120.90833333333333,34.78333333333333,262
-120.89166666666667,34.78333333333333,233
-120.875,34.78333333333333,216
-120.85833333333333,34.78333333333333,192
-120.84166666666667,34.78333333333333,161
-120.825,34.78333333333333,115
-120.80833333333334,34.78333333333333,111
-120.79166666666667,34.78333333333333,104
-120.775,34.78333333333333,98
-120.75833333333334,34.78333333333333,89
-120.74166666666666,34.78333333333333,81
-120.725,34.78333333333333,74
-120.70833333333333,34.78333333333333,65
-120.69166666666666,34.78333333333333,52
-120.675,34.78333333333333,40
-120.65833333333333,34.78333333333333,37
-120.64166666666667,34.78333333333333,24
-120.625,34.78333333333333,7
-121.49166666666666,34.766666666666666,720
-121.475,34.766666666666666,733
-121.45833333333333,34.766666666666666,725
-121.44166666666666,34.766666666666666,642
-121.425,34.766666666666666,609
-121.40833333333333,34.766666666666666,570
-121.39166666666667,34.766666666666666,540
-121.375,34.766666666666666,531
-121.35833333333333,34.766666666666666,511
-121.34166666666667,34.766666666666666,534
-121.325,34.766666666666666,539
-121.30833333333334,34.766666666666666,533
-121.29166666666667,34.766666666666666,556
-121.275,34.766666666666666,510
-121.25833333333334,34.766666666666666,477
-121.24166666666666,34.766666666666666,469
-121.225,34.766666666666666,464
-121.20833333333333,34.766666666666666,458
-121.19166666666666,34.766666666666666,538
-121.175,34.766666666666666,563
-121.15833333333333,34.766666666666666,543
-121.14166666666667,34.766666666666666,561
-121.125,34.766666666666666,559
-121.10833333333333,34.766666666666666,555
-121.09166666666667,34.766666666666666,539
-121.075,34.766666666666666,522
-121.05833333333334,34.766666666666666,504
-121.04166666666667,34.766666666666666,484
-121.025,34.766666666666666,468
-121.00833333333334,34.766666666666666,448
-120.99166666666666,34.766666666666666,418
-120.975,34.766666666666666,390
-120.95833333333333,34.766666666666666,358
-120.94166666666666,34.766666666666666,324
-120.925,34.766666666666666,289
-120.90833333333333,34.766666666666666,262
-120.89166666666667,34.766666666666666,232
-120.875,34.766666666666666,214
-120.85833333333333,34.766666666666666,190
-120.84166666666667,34.766666666666666,157
-120.825,34.766666666666666,115
-120.80833333333334,34.766666666666666,106
-120.79166666666667,34.766666666666666,102
-120.775,34.766666666666666,96
-120.75833333333334,34.766666666666666,89
-120.74166666666666,34.766666666666666,80
-120.725,34.766666666666666,74
-120.70833333333333,34.766666666666666,65
-120.69166666666666,34.766666666666666,57
-120.675,34.766666666666666,45
-120.65833333333333,34.766666666666666,38
-120.64166666666667,34.766666666666666,20
-120.625,34.766666666666666,2
-121.49166666666666,34.75,780
-121.475,34.75,737
-121.45833333333333,34.75,703
-121.44166666666666,34.75,672
