time,altitude,latitude,longitude,chlorophyll
UTC,m,degrees_north,degrees_east,mg m-3
2021-01-10T12:00:00Z,0.0,33.1,-119.01249999999999,1.8910544
2021-01-10T12:00:00Z,0.0,33.1,-119.0,1.4201243
2021-01-10T12:00:00Z,0.0,33.1,-118.98750000000001,1.2781837
2021-01-10T12:00:00Z,0.0,33.1,-118.975,1.2858796
2021-01-10T12:00:00Z,0.0,33.1,-118.9625,1.0816429
2021-01-10T12:00:00Z,0.0,33.1,-118.94999999999999,0.95566267
2021-01-10T12:00:00Z,0.0,33.1,-118.9375,0.8630848
2021-01-10T12:00:00Z,0.0,33.1,-118.92500000000001,0.7729645
2021-01-10T12:00:00Z,0.0,33.1,-118.9125,0.7389021
2021-01-10T12:00:00Z,0.0,33.1,-118.9,0.72883594
2021-01-10T12:00:00Z,0.0,33.1,-118.88749999999999,0.724275
2021-01-10T12:00:00Z,0.0,33.1,-118.875,0.7376998
2021-01-10T12:00:00Z,0.0,33.1,-118.86250000000001,0.764222
2021-01-10T12:00:00Z,0.0,33.1,-118.85,0.73647034
2021-01-10T12:00:00Z,0.0,33.1,-118.8375,0.85634416
2021-01-10T12:00:00Z,0.0,33.1,-118.82499999999999,0.9024256
2021-01-10T12:00:00Z,0.0,33.1,-118.8125,0.8359795
2021-01-10T12:00:00Z,0.0,33.1,-118.80000000000001,0.91341835
2021-01-10T12:00:00Z,0.0,33.1,-118.7875,0.97772145
2021-01-10T12:00:00Z,0.0,33.1,-118.775,0.9224392
2021-01-10T12:00:00Z,0.0,33.1,-118.76249999999999,0.9624006
2021-01-10T12:00:00Z,0.0,33.1,-118.75,1.0638568
2021-01-10T12:00:00Z,0.0,33.1125,-120.69999999999999,1.288394
2021-01-10T12:00:00Z,0.0,33.1125,-120.6875,1.0458001
2021-01-10T12:00:00Z,0.0,33.1125,-120.67500000000001,1.3509085
2021-01-10T12:00:00Z,0.0,33.1125,-120.6625,1.360533
2021-01-10T12:00:00Z,0.0,33.1125,-120.65,1.3830956
2021-01-10T12:00:00Z,0.0,33.1125,-120.63749999999999,1.1344543
2021-01-10T12:00:00Z,0.0,33.1125,-120.625,1.4738566
2021-01-10T12:00:00Z,0.0,33.1125,-120.61250000000001,1.4332559
2021-01-10T12:00:00Z,0.0,33.1125,-120.6,1.4375098
2021-01-10T12:00:00Z,0.0,33.1125,-120.5875,1.2268262
2021-01-10T12:00:00Z,0.0,33.1125,-120.57499999999999,1.2264394
2021-01-10T12:00:00Z,0.0,33.1125,-120.5625,0.93623054
2021-01-10T12:00:00Z,0.0,33.1125,-120.55000000000001,0.92457294
2021-01-10T12:00:00Z,0.0,33.1125,-120.5375,1.0119542
2021-01-10T12:00:00Z,0.0,33.1125,-120.525,1.1723951
2021-01-10T12:00:00Z,0.0,33.1125,-120.51249999999999,0.85319614
2021-01-10T12:00:00Z,0.0,33.1125,-120.5,1.011301
2021-01-10T12:00:00Z,0.0,33.1125,-120.48750000000001,0.97677916
2021-01-10T12:00:00Z,0.0,33.1125,-120.475,1.0494117
2021-01-10T12:00:00Z,0.0,33.1125,-120.4625,1.0130476
2021-01-10T12:00:00Z,0.0,33.1125,-120.44999999999999,0.96448314
2021-01-10T12:00:00Z,0.0,33.1125,-120.4375,0.9423256
2021-01-10T12:00:00Z,0.0,33.1125,-120.42500000000001,0.9500166
2021-01-10T12:00:00Z,0.0,33.1125,-120.4125,0.97556096
2021-01-10T12:00:00Z,0.0,33.1125,-120.4,0.93302965
2021-01-10T12:00:00Z,0.0,33.1125,-120.38749999999999,1.0180283
2021-01-10T12:00:00Z,0.0,33.1125,-120.375,1.0151486
2021-01-10T12:00:00Z,0.0,33.1125,-120.36250000000001,0.9778416
2021-01-10T12:00:00Z,0.0,33.1125,-120.35,0.96815056
2021-01-10T12:00:00Z,0.0,33.1125,-120.3375,1.0234282
2021-01-10T12:00:00Z,0.0,33.1125,-120.32499999999999,0.99329925
2021-01-10T12:00:00Z,0.0,33.1125,-120.3125,0.9907954
2021-01-10T12:00:00Z,0.0,33.1125,-120.30000000000001,1.1001518
2021-01-10T12:00:00Z,0.0,33.1125,-120.2875,1.0160985
2021-01-10T12:00:00Z,0.0,33.1125,-120.275,1.05352
2021-01-10T12:00:00Z,0.0,33.1125,-120.26249999999999,0.9469926
2021-01-10T12:00:00Z,0.0,33.1125,-120.25,0.92863524
2021-01-10T12:00:00Z,0.0,33.1125,-120.23750000000001,0.8641448
2021-01-10T12:00:00Z,0.0,33.1125,-120.225,0.88375044
2021-01-10T12:00:00Z,0.0,33.1125,-120.2125,0.83158827
2021-01-10T12:00:00Z,0.0,33.1125,-120.19999999999999,0.8223084
2021-01-10T12:00:00Z,0.0,33.1125,-120.1875,0.8254075
2021-01-10T12:00:00Z,0.0,33.1125,-120.17500000000001,0.84960085
2021-01-10T12:00:00Z,0.0,33.1125,-120.1625,0.8654573
2021-01-10T12:00:00Z,0.0,33.1125,-120.15,0.7265917
2021-01-10T12:00:00Z,0.0,33.1125,-120.13749999999999,0.79872644
2021-01-10T12:00:00Z,0.0,33.1125,-120.125,0.79391015
2021-01-10T12:00:00Z,0.0,33.1125,-120.11250000000001,0.8193699
2021-01-10T12:00:00Z,0.0,33.1125,-120.1,0.8403548
2021-01-10T12:00:00Z,0.0,33.1125,-120.0875,0.8373198
2021-01-10T12:00:00Z,0.0,33.1125,-120.07499999999999,0.82687914
2021-01-10T12:00:00Z,0.0,33.1125,-120.0625,0.82820094
2021-01-10T12:00:00Z,0.0,33.1125,-120.05000000000001,0.9063964
2021-01-10T12:00:00Z,0.0,33.1125,-120.0375,0.9236578
2021-01-10T12:00:00Z,0.0,33.1125,-120.025,0.8733765
2021-01-10T12:00:00Z,0.0,33.1125,-120.01249999999999,0.9142273
2021-01-10T12:00:00Z,0.0,33.1125,-120.0,0.978482
2021-01-10T12:00:00Z,0.0,33.1125,-119.98750000000001,1.0199308
2021-01-10T12:00:00Z,0.0,33.1125,-119.975,1.0675156
2021-01-10T12:00:00Z,0.0,33.1125,-119.9625,0.83896977
2021-01-10T12:00:00Z,0.0,33.1125,-119.94999999999999,0.9337013
2021-01-10T12:00:00Z,0.0,33.1125,-119.9375,0.94907284
2021-01-10T12:00:00Z,0.0,33.1125,-119.92500000000001,0.94121224
2021-01-10T12:00:00Z,0.0,33.1125,-119.9125,0.9603521
2021-01-10T12:00:00Z,0.0,33.1125,-119.9,1.0134826
2021-01-10T12:00:00Z,0.0,33.1125,-119.88749999999999,0.97872937
2021-01-10T12:00:00Z,0.0,33.1125,-119.875,1.0022612
2021-01-10T12:00:00Z,0.0,33.1125,-119.86250000000001,0.99754566
2021-01-10T12:00:00Z,0.0,33.1125,-119.85,0.99482393
2021-01-10T12:00:00Z,0.0,33.1125,-119.8375,1.0118016
2021-01-10T12:00:00Z,0.0,33.1125,-119.82499999999999,0.97232443
2021-01-10T12:00:00Z,0.0,33.1125,-119.8125,0.91144097
